Date,Close
2/8/2017,45.07
2/9/2017,45.080002
2/13/2017,45.459999
2/14/2017,45.02
2/14/2017,45.029999
2/15/2017,45.650002
2/16/2017,45.16
2/17/2017,45.099998
2/21/2017,45.5
2/22/2017,45.98
2/23/2017,45.41
2/24/2017,45.549999
2/26/2017,45.66
2/27/2017,45.709999
3/1/2017,46.240002
3/2/2017,45.939999
3/3/2017,45.91
3/6/2017,45.639999
3/7/2017,45.73
